text	label
I know someone who was affected by the recent data breach, so I'm switching to a different credit card company.	availability
Because I've already paid for the gym membership, I should go regularly.	sunk_cost
There's no way our competitors can catch up, we're the clear leaders	overconfidence
Every time I turn on the news, there's another story about a natural disaster, it's like the world is ending.	availability
I've found that most reputable news outlets support my stance on the issue.	confirmation_bias
I'm 100% certain that the market will react this way, it's a sure thing	overconfidence
I'm not going to let all those cooking classes go to waste, so I'll keep taking them even though I'm not really into it anymore.	sunk_cost
I've put too much effort into learning this programming language to switch now.	sunk_cost
I'm absolutely sure I got the answer right	overconfidence
No_bias: While plane crashes do happen, statistics show that air travel is still one of the safest modes of transportation.	availability
The data clearly indicated a high risk of failure, we ignored it	hindsight
I knew the market would crash, it was obvious.	hindsight
I've never been into fashion, but all the celebrities are wearing those shoes, so maybe I should get a pair.	bandwagon
No_bias: I've researched and compared different phone models, and I think the iPhone is the best fit for me	bandwagon
I had a feeling the weather would turn bad, and now the festival is cancelled	hindsight
I'm sure the delay is due to the team's inherent lack of discipline, not the complex requirements of the project.	fundamental_attribution
I don't know why I ever thought that was a good idea	hindsight
I did warn them about the potential pitfalls, but I guess they didn't listen.	hindsight
I'm telling you, all the best experts agree with me on this.	confirmation_bias
I've had one bad experience with a certain restaurant, so I'm never eating there again.	overgeneralization
The signs were subtle, but I'm pretty sure I noticed them at the time; it's just that no one else seemed to.	hindsight
I'm getting an iPhone because everyone I know has one	bandwagon
I've been to the doctor twice and both times the wait was really long, so I'm sure all doctors' offices are inefficient.	overgeneralization
The article presents some interesting points, but I'd like to hear more opinions on the matter.	no_bias
Everyone in this company is incompetent, I've seen a few mistakes.	overgeneralization
Studies have shown, time and time again, that my approach is the best, so let's just stick with it.	confirmation_bias
People like that are just naturally more aggressive, it's in their nature.	fundamental_attribution
It seems like every other person I meet has a food allergy, I'm starting to think that the prevalence of allergies is much higher than we think.	availability
The homeless person is in that situation because they must have made some poor life choices.	fundamental_attribution
Since my favorite team lost to that opponent, they must be the best team in the league.	overgeneralization
I'm 100% sure I got the answer right, no need to double-check	overconfidence
I've made a decision and it's final, no need for further discussion	overconfidence
No way, I'm not going to the beach, didn't you hear about that shark attack last summer?	availability
No_bias: While plane crashes do happen, statistically, air travel remains the safest mode of transportation.	availability
The reason they're struggling financially is that they're irresponsible with money.	fundamental_attribution
All the credible sources I've read confirm my suspicions, no need to look further.	confirmation_bias
I read one book by that author and didn't like it, so that author is not a good writer.	overgeneralization
I've only met a few people who like that type of music, so it's not popular.	overgeneralization
I don't want to be left out, so I'm buying tickets to the concert even though I'm not a huge fan	bandwagon
No one uses Internet Explorer anymore, so I should probably switch to Chrome	bandwagon
I know more about this than anyone else in the room, trust me	overconfidence
The data clearly indicated a trend, so I'm not shocked by the outcome.	hindsight
Cancer is definitely a major risk for anyone who's ever smoked, my uncle died of lung cancer last year	availability
I'm not interested in reading that book, it's probably just a bunch of liberal propaganda.	confirmation_bias
I tried one vegetarian restaurant and didn't like it, so I don't think I'll ever be a vegetarian.	overgeneralization
It's the most popular brand, so it's probably the most reliable	bandwagon
The vivid memory of that one time I got food poisoning from a restaurant is making me hesitant to eat out again.	availability
My first boss was really strict, so all bosses must be that way.	overgeneralization
It's not the long commute that's making him grumpy, he's just a gruff guy.	fundamental_attribution
All the credible sources I've looked at confirm that our policy is the right one.	confirmation_bias
Don't bother fact-checking, I've already done it and I'm right	overconfidence
I've had this season ticket for years and don't want to waste the money, even if the team isn't doing well	sunk_cost
I've read all the top studies, my opinion is basically fact at this point	overconfidence
He's been in an accident, but he's always been a reckless driver, so it was bound to happen.	fundamental_attribution
We should keep the failing store open, think of all the money we've already sunk into it.	sunk_cost
I've never had a problem with this brand, and lots of other people use it too	bandwagon
The company's financial reports indicate a steady growth in revenue over the past year.	no_bias
I'm trying to avoid making assumptions, so let's focus on verifiable facts.	no_bias
I've made a decision, and it's the only sensible choice, don't argue	overconfidence
My intuition is always right, so I'm going with my gut	overconfidence
I had a feeling that movie would win the Oscar	hindsight
It's not the lack of resources, it's the people in charge who are ineffective.	fundamental_attribution
It's a fact, my investment strategy is foolproof	overconfidence
I thought it was a long shot, but now it seems like it was always going to happen	hindsight
We can't abandon the strategy, we've poured millions into it already.	sunk_cost
No one from that university is any good at business, I've met a few and they were all clueless.	overgeneralization
I've made a thorough examination of the issue, and I'm convinced that my viewpoint is the only sensible one.	confirmation_bias
Having come this far, it would be a waste to turn back now and not reach the summit.	sunk_cost
All my acquaintances are using that new social media platform, maybe I should join	bandwagon
I've met a few people who wear tattoos and they were all really weird, so I don't think I'll ever get one.	overgeneralization
I know I'm right, even if the data says otherwise	overconfidence
I'm not going to waste my time reading about the benefits of a plant-based diet, I know meat is better for me.	confirmation_bias
No matter how bleak the outlook is, we owe it to ourselves and our investors to see our vision through to fruition, given the substantial investment we've made.	sunk_cost
I just read about a friend of a friend who got into a car accident, now I'm paranoid about driving.	availability
The reason they're unemployed is because they're not motivated enough to find a job.	fundamental_attribution
I don't think we should move to a new city, we've just finished paying off our mortgage.	sunk_cost
I've made up my mind, and I'm not changing it, no matter what	overconfidence
It's worth noting that there are potential drawbacks to this plan, but they can be mitigated with careful planning.	no_bias
It's crucial to weigh the potential risks and benefits before making a decision.	no_bias
She's always so cheerful; it must be because she has a sunny disposition.	fundamental_attribution
My sibling loves that video game, and it's really popular online, so I'll buy it	bandwagon
I've been doing this for years, I know what I'm talking about, don't worry about it	overconfidence
I've heard so many stories about people's identities being stolen after using public Wi-Fi that I never use it anymore.	availability
Since my friend just got into a car accident, I'm convinced that texting while driving is the most common cause of crashes	availability
No_bias: Recognizing that political scandals exist doesn't mean all politicians are unethical; many work diligently for the public good.	availability
I'm not surprised he failed; he's never been very motivated.	fundamental_attribution
I've noticed that all the successful entrepreneurs I've met have dropped out of college, so I'm thinking of doing the same.	availability
I still wear this watch my grandfather gave me, even though it's not very accurate, because of the sentimental value	sunk_cost
It's a popular workout routine, it must be effective	bandwagon
Most people I respect think that's the right thing to do, so I'll do it too	bandwagon
I've had this gym membership for a year, so I should probably keep using it.	sunk_cost
The recent string of burglaries in our neighborhood has me convinced that we need to invest in a home security system immediately.	availability
I had a great experience with this company, they must be the best in the industry.	overgeneralization
Women are more emotional than men, my sister is always crying about something.	overgeneralization
The new policy seems reasonable, but I'd like to see more data on its effectiveness.	no_bias
I'm not sure about this new policy, but if everyone else is on board, I guess I am too	bandwagon
